detector,x,y
0,-1.0583333333333333,1.763883333333333
0,-1.0583333333333333,1.0583333333333333
0,1.0583333333333333,1.0583333333333333
0,1.0583333333333333,1.763883333333333
1,-1.763883333333333,1.0583333333333333
1,-1.763883333333333,-1.0583333333333333
1,1.763883333333333,-1.0583333333333333
1,1.763883333333333,1.0583333333333333
2,-1.0583333333333333,1.763883333333333
2,-1.0583333333333333,-1.0583333333333333
2,1.0583333333333333,-1.0583333333333333
2,1.0583333333333333,-1.763883333333333
